AgencyCd,SiteNo,AgencyNm,SiteName,DecLatVa,DecLongVa,HorzDatum,HorzMethod,HorzAcy,AltVa,AltUnits,AltUnitsNm,AltDatumCd,AltMethod,AltAcy,WellDepthUnits,WellDepthUnitsNm,NatAquiferCd,NatAqfrDesc,CountryCd,CountryNm,StateCd,StateNm,CountyCd,CountyNm,LocalAquiferName,SiteType,AquiferType,QwSnFlag,QwSnDesc,QwBaselineFlag,QwBaselineDesc,WlSysName,WlSnFlag,WlSnDesc,WlBaselineFlag,WlBaselineDesc,WlWellChars,WlWellCharsDesc,WlWellType,WlWellTypeDesc,WlWellPurpose,WlWellPurposeDesc,Link,Column1
TWDB,1059402,Texas Water Development Board,TWDB:1059402,34.079167,-102.714445,NAD83,Interpolated From Topo Map,+/- 1 Second,3932,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,213,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1059402&Type=GWDB
TWDB,1059601,Texas Water Development Board,TWDB:1059601,34.062501,-102.633055,NAD83,Interpolated From Topo Map,+/- 1 Second,3875,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,176,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1059601&Type=GWDB
TWDB,1043708,Texas Water Development Board,1043708,34.256667,-102.723055,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3806,1,Feet,NAVD88,Digital Elevation Model -DEM,3M,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1043708&Type=GWDB
TWDB,1058502,Texas Water Development Board,Baileyboro Quad,34.070555,-102.829444,NAD83,GPS,+/- 0.5 Seconds,3899,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,151,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2461502&Type=GWDB
TWDB,1043501,Texas Water Development Board,"Carl Bamert  Grassland Farms, Inc.",34.297222,-102.689167,NAD83,GPS,+/- 1 Second,3834,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,318,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2461502&Type=GWDB
TWDB,1042904,Texas Water Development Board,Progress Quad,34.261667,-102.763056,NAD83,GPS,+/- 1 Second,3832,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,221,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2461502&Type=GWDB
TWDB,1051616,Texas Water Development Board,Muleshoe Quad,34.191389,-102.661389,NAD83,GPS,+/- 0.5 Seconds,3770,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,206,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2461502&Type=GWDB
TWDB,2516303,Texas Water Development Board,2516303,33.8725,-103.005556,NAD83,Interpolated From Topo Map,+/- 1 Second,3960,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2516303&Type=GWDB
TWDB,2401201,Texas Water Development Board,2401201,33.974444,-102.951112,NAD83,Interpolated From Topo Map,+/- 1 Second,4020,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2401201&Type=GWDB
TWDB,964301,Texas Water Development Board,Golden Ranch Quad,34.0925,-103.021111,NAD83,GPS,+/- 0.5 Seconds,3924,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,150,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=0148902&Type=GWDB
TWDB,1051909,Texas Water Development Board,City of Lubbock Recorder,34.146666,-102.658333,NAD83,GPS,+/- 1 Second,3841,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,243,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,2,Trend,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051909&Type=GWDB
TWDB,2401601,Texas Water Development Board,2401601,33.944722,-102.909445,NAD83,Interpolated From Topo Map,+/- 1 Second,3935,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,175,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2401601&Type=GWDB
TWDB,1051425,Texas Water Development Board,1051425,34.199167,-102.739167,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3811,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051425&Type=GWDB
TWDB,1051105,Texas Water Development Board,1051105,34.237778,-102.711667,NAD83,Interpolated From Topo Map,+/- 1 Second,3784,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051105&Type=GWDB
TWDB,1049602,Texas Water Development Board,1049602,34.2016417,-102.8823528,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3880,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1049602&Type=GWDB
TWDB,1050801,Texas Water Development Board,TWDB:1050801,34.131111,-102.796389,NAD83,Interpolated From Topo Map,+/- 1 Second,3925,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,135,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1050801&Type=GWDB
TWDB,1057901,Texas Water Development Board,1057901,34.003056,-102.895834,NAD83,Interpolated From Topo Map,+/- 1 Second,3930,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1057901&Type=GWDB
TWDB,2403501,Texas Water Development Board,2403501,33.956667,-102.700556,NAD83,Interpolated From Topo Map,+/- 1 Second,3772,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2403501&Type=GWDB
TWDB,1049306,Texas Water Development Board,TWDB:1049306,34.22,-102.908334,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3890,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,205,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1049306&Type=GWDB
TWDB,1059502,Texas Water Development Board,TWDB:1059502,34.04,-102.6825,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3900,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,229,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1059502&Type=GWDB
TWDB,1049308,Texas Water Development Board,TWDB:1049308,34.244445,-102.912778,NAD83,Interpolated From Topo Map,+/- 1 Second,3904,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,245,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1049308&Type=GWDB
TWDB,1049801,Texas Water Development Board,TWDB:1049801,34.155556,-102.954167,NAD83,Interpolated From Topo Map,+/- 1 Second,3954,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,229,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1049801&Type=GWDB
TWDB,1059107,Texas Water Development Board,TWDB:1059107,34.118055,-102.712501,NAD83,Interpolated From Topo Map,+/- 1 Second,3881,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,210,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1059107&Type=GWDB
TWDB,1059302,Texas Water Development Board,TWDB:1059302,34.100834,-102.660556,NAD83,Interpolated From Topo Map,+/- 1 Second,3873,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,207,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1059302&Type=GWDB
TWDB,1051119,Texas Water Development Board,TWDB:1051119,34.217778,-102.726944,NAD83,Interpolated From Topo Map,+/- 1 Second,3783,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,216,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051119&Type=GWDB
TWDB,1051311,Texas Water Development Board,TWDB:1051311,34.235,-102.642222,NAD83,Interpolated From Topo Map,+/- 1 Second,3761,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,247,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051311&Type=GWDB
TWDB,1051406,Texas Water Development Board,TWDB:1051406,34.195834,-102.709723,NAD83,Interpolated From Topo Map,+/- 1 Second,3796,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,162,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051406&Type=GWDB
TWDB,1051703,Texas Water Development Board,TWDB:1051703,34.129167,-102.736111,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3883,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,160,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051703&Type=GWDB
TWDB,1051808,Texas Water Development Board,TWDB:1051808,34.164723,-102.685,NAD83,Interpolated From Topo Map,+/- 1 Second,3835,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,245,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1051808&Type=GWDB
TWDB,2410303,Texas Water Development Board,2410303,33.846111,-102.762501,NAD83,Interpolated From Topo Map,+/- 1 Second,3783,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,162,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2410303&Type=GWDB
TWDB,2410201,Texas Water Development Board,2410201,33.870278,-102.828055,NAD83,Interpolated From Topo Map,+/- 1 Second,3846,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,207,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2410201&Type=GWDB
TWDB,2410102,Texas Water Development Board,2410102,33.855834,-102.839445,NAD83,Interpolated From Topo Map,+/- 1 Second,3857,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,270,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2410102&Type=GWDB
TWDB,1057103,Texas Water Development Board,TWDB:1057103,34.091667,-102.963612,NAD83,Interpolated From Topo Map,+/- 1 Second,3940,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,198,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1057103&Type=GWDB
TWDB,1058201,Texas Water Development Board,TWDB:1058201,34.096389,-102.810556,NAD83,Interpolated From Topo Map,+/- 1 Second,3883,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,103,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1058201&Type=GWDB
TWDB,1058601,Texas Water Development Board,TWDB:1058601,34.064445,-102.779444,NAD83,Interpolated From Topo Map,+/- 1 Second,3890,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,133,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1058601&Type=GWDB
TWDB,1058701,Texas Water Development Board,TWDB:1058701,34.035,-102.874722,NAD83,Interpolated From Topo Map,+/- 1 Second,3932,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,73,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1058701&Type=GWDB
TWDB,1058801,Texas Water Development Board,TWDB:1058801,34.035556,-102.799722,NAD83,Interpolated From Topo Map,+/- 1 Second,3830,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,91,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1058801&Type=GWDB
TWDB,2401501,Texas Water Development Board,2401501,33.930555,-102.940278,NAD83,Interpolated From Topo Map,+/- 1 Second,3941,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,200,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2401501&Type=GWDB
TWDB,2403102,Texas Water Development Board,2403102,33.986667,-102.716944,NAD83,Interpolated From Topo Map,+/- 1 Second,3740,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,95,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2403102&Type=GWDB
TWDB,2402702,Texas Water Development Board,2402702,33.900834,-102.867778,NAD83,Interpolated From Topo Map,+/- 1 Second,3855,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,83,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2402702&Type=GWDB
TWDB,2402701,Texas Water Development Board,2402701,33.904167,-102.850556,NAD83,Interpolated From Topo Map,+/- 1 Second,3847,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,95,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2402701&Type=GWDB
TWDB,2402301,Texas Water Development Board,2402301,33.998056,-102.784445,NAD83,Interpolated From Topo Map,+/- 1 Second,3853,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,80,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2402301&Type=GWDB
TWDB,2411301,Texas Water Development Board,2411301,33.852778,-102.641111,NAD83,Interpolated From Topo Map,+/- 1 Second,3692,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,70,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2411301&Type=GWDB
TWDB,2410101,Texas Water Development Board,2410101,33.855278,-102.863889,NAD83,Interpolated From Topo Map,+/- 1 Second,3850,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,138,1,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,017,Bailey County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2410101&Type=GWDB
